"","centroid","new_type","new_class","source","origin"
"261","orfs-translated_OKRJ01000020.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"262","orfs-translated_UEGW01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"263","orfs-translated_UPHP01000004.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"264","orfs-translated_CABMKJ010000039.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"265","orfs-translated_CP000384.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"266","orfs-translated_CP000509.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"267","orfs-translated_FM211192.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","established"
"268","orfs-translated_CP002047.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"269","orfs-translated_CP002329.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"270","orfs-translated_CP023202.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"271","orfs-translated_CP003275.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"272","orfs-translated_CP003053.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"273","orfs-translated_FO203431.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"274","orfs-translated_CP003078.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"275","orfs-translated_HE804045.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"276","orfs-translated_CP027541.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","established"
"277","orfs-translated_CP011883.2_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"278","orfs-translated_CP009438.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"279","orfs-translated_CP010407.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"280","orfs-translated_CP010849.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"281","orfs-translated_CP007699.2_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"282","orfs-translated_CP009922.3_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"283","orfs-translated_CP011773.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"284","orfs-translated_CP012150.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"285","orfs-translated_CP012382.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"286","orfs-translated_CP011862.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"287","orfs-translated_CP012752.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"288","orfs-translated_CP011853.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"289","orfs-translated_CP010271.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"290","orfs-translated_CP016279.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"291","orfs-translated_CP015596.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"292","orfs-translated_CP015849.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"293","orfs-translated_CP016640.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"294","orfs-translated_CP013854.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"295","orfs-translated_CP011533.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"296","orfs-translated_CP018870.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"297","orfs-translated_CP019882.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"298","orfs-translated_CP019882.1_seq2_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"299","orfs-translated_CP020039.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"300","orfs-translated_CP020569.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"301","orfs-translated_CP021121.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"302","orfs-translated_CP021748.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"303","orfs-translated_AP018164.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"304","orfs-translated_AP018165.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"305","orfs-translated_CP022685.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"306","orfs-translated_CP021707.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"307","orfs-translated_CP025511.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"308","orfs-translated_CP027022.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"309","orfs-translated_CP026517.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"310","orfs-translated_CP026304.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"311","orfs-translated_CP030073.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"312","orfs-translated_CP015163.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"313","orfs-translated_CP027306.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"314","orfs-translated_CP031163.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"315","orfs-translated_CP031455.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"316","orfs-translated_CP025546.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"317","orfs-translated_CP033324.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"318","orfs-translated_CP033325.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"319","orfs-translated_CP033581.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"320","orfs-translated_CP029617.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"321","orfs-translated_CP034350.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"322","orfs-translated_CP034587.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"323","orfs-translated_AP019371.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"324","orfs-translated_CP036402.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"325","orfs-translated_CP024633.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"326","orfs-translated_CP040244.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"327","orfs-translated_CP040916.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"328","orfs-translated_CP041763.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"329","orfs-translated_CP042266.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"330","orfs-translated_CP043474.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"331","orfs-translated_CP032155.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"332","orfs-translated_LT549889.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"333","orfs-translated_LR130759.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"334","orfs-translated_LR134353.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"335","orfs-translated_LR134355.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"336","orfs-translated_CWKH01000002.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"337","orfs-translated_CWKH01000003.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"338","orfs-translated_LGDE01000112.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"339","orfs-translated_LGDV01000202.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"340","orfs-translated_LGEA01000036.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"341","orfs-translated_LGED01000224.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"342","orfs-translated_BBZE01000009.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"343","orfs-translated_LJCW01000153.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"344","orfs-translated_BBEZ01000285.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"345","orfs-translated_BBHD01000107.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"346","orfs-translated_CTEE01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"347","orfs-translated_LN879428.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"348","orfs-translated_BBRS01000021.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"349","orfs-translated_BBZJ01000022.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"350","orfs-translated_LIPN01000386.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"351","orfs-translated_LIQU01000373.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"352","orfs-translated_LIQX01000122.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"353","orfs-translated_LIQY01000079.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"354","orfs-translated_LIQQ01000155.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"355","orfs-translated_LIQZ01000080.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"356","orfs-translated_LMNH01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"357","orfs-translated_LMQA01000002.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"358","orfs-translated_LMQC01000024.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"359","orfs-translated_LMEZ01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"360","orfs-translated_LMEZ01000008.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"361","orfs-translated_LMEI01000007.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"362","orfs-translated_LMJA01000030.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"363","orfs-translated_LNBE01000003.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"364","orfs-translated_LOCL01000049.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"365","orfs-translated_LNSV01000026.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"366","orfs-translated_LN929897.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"367","orfs-translated_LN929907.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"368","orfs-translated_LQIK01000030.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"369","orfs-translated_LQIT01000008.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"370","orfs-translated_LQIU01000005.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"371","orfs-translated_LQIV01000041.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"372","orfs-translated_LLZG01000364.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"373","orfs-translated_LLZH01000223.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"374","orfs-translated_LFFF01000035.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"375","orfs-translated_KQ948033.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"376","orfs-translated_KQ948218.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"377","orfs-translated_LGTW01000006.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"378","orfs-translated_BCQU01000045.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"379","orfs-translated_BBUY01000013.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"380","orfs-translated_LWCK01000094.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"381","orfs-translated_LYOY01000051.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"382","orfs-translated_LZSC01000049.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"383","orfs-translated_LZSH01000583.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"384","orfs-translated_LZSE01000111.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"385","orfs-translated_LZSD01000453.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"386","orfs-translated_LZSU01000003.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"387","orfs-translated_LZTB01000104.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"388","orfs-translated_LZSO01000029.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"389","orfs-translated_LZJH01000037.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"390","orfs-translated_LZIT01000203.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"391","orfs-translated_LZJD01000177.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"392","orfs-translated_LZIJ01000147.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"393","orfs-translated_LZHW01000009.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"394","orfs-translated_LZIN01000105.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"395","orfs-translated_LZHY01000048.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"396","orfs-translated_LZJK01000033.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"397","orfs-translated_LZMD01000071.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"398","orfs-translated_LZMC01000056.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"399","orfs-translated_LZLJ01000005.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"400","orfs-translated_LZKE01000183.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"401","orfs-translated_LZKJ01000062.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"402","orfs-translated_LZKP01000198.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"403","orfs-translated_LZLE01000160.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"404","orfs-translated_LZLQ01000126.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"405","orfs-translated_MAEM01000400.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"406","orfs-translated_MBEF01000046.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"407","orfs-translated_MBFF02000503.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"408","orfs-translated_MAUD01000308.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"409","orfs-translated_MDKB01000002.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"410","orfs-translated_MIHA01000003.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"411","orfs-translated_MIHB01000056.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"412","orfs-translated_MIHD01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"413","orfs-translated_MEHK01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"414","orfs-translated_MEHI01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"415","orfs-translated_BDGW01000028.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"416","orfs-translated_MAIH01000134.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"417","orfs-translated_MLQM01000004.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"418","orfs-translated_MKXB01000150.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"419","orfs-translated_MLYP01000024.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"420","orfs-translated_MLYN01000008.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"421","orfs-translated_MOWS01000139.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"422","orfs-translated_MOEP01000009.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"423","orfs-translated_BDHJ01000008.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"424","orfs-translated_MKVV01000091.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"425","orfs-translated_LWKZ01000003.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"426","orfs-translated_LWLC01000037.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"427","orfs-translated_LWLE01000035.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"428","orfs-translated_JMHS01000016.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"429","orfs-translated_JMHQ01000128.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"430","orfs-translated_LIVX01000011.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"431","orfs-translated_LIXJ01000007.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"432","orfs-translated_LIVZ01000005.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"433","orfs-translated_LIYH01000002.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"434","orfs-translated_LIVT01000015.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"435","orfs-translated_JUJA01000085.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"436","orfs-translated_JMHR01000067.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"437","orfs-translated_MPNS01000003.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"438","orfs-translated_MQUQ01000003.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"439","orfs-translated_MBET01000065.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"440","orfs-translated_MTQO01000045.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"441","orfs-translated_MTQP01000067.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"442","orfs-translated_CP019420.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"443","orfs-translated_LZNS01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"444","orfs-translated_MAEP01000004.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"445","orfs-translated_MWFK01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"446","orfs-translated_MVHJ01000004.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"447","orfs-translated_MVHE01000021.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"448","orfs-translated_MVHR01000027.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"449","orfs-translated_MVIC01000034.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"450","orfs-translated_MVIK01000001.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"451","orfs-translated_MVIM01000016.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"452","orfs-translated_MJEJ02000044.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"453","orfs-translated_LQPI01000048.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"454","orfs-translated_LQPJ01000098.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"455","orfs-translated_LQPR01000018.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"456","orfs-translated_LQOR01000013.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"457","orfs-translated_LQOQ01000055.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"458","orfs-translated_LQOS01000068.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"459","orfs-translated_LQOW01000027.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"460","orfs-translated_LQPB01000014.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"461","orfs-translated_LQPG01000004.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"462","orfs-translated_LQPO01000071.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"463","orfs-translated_BDJE01000068.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"464","orfs-translated_MRYD01000026.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
"465","orfs-translated_MUFU01000410.1_seq1_1@@@aac2p","aminoglycoside","aac2p","fargene","latent"
